"1" "2" "3" "4" "5" "6" "7" "8" "9" "10" "11" "12" "13" "14" "15" "16"
"1" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2" 0.973393654336735 0.0264953551344571 0.000110990528808208 0 0 0 0 0 0 0 0 0 0 0 0 0
"3" 0.837551817602041 0.157996228964652 0.00445195343330702 0 0 0 0 0 0 0 0 0 0 0 0 0
"4" 0.682099011479592 0.299143589151821 0.0187573993685872 0 0 0 0 0 0 0 0 0 0 0 0 0
"5" 0.667430644132653 0.311838791542169 0.0207305643251776 0 0 0 0 0 0 0 0 0 0 0 0 0
"6" 0.589604591836735 0.377048920396888 0.0333464877663773 0 0 0 0 0 0 0 0 0 0 0 0 0
"7" 0.575972576530612 0.388066492135528 0.0359609313338595 0 0 0 0 0 0 0 0 0 0 0 0 0
"8" 0.55582350127551 0.404108917824727 0.0400675808997632 0 0 0 0 0 0 0 0 0 0 0 0 0
"9" 0.4306640625 0.496217843577348 0.0731180939226519 0 0 0 0 0 0 0 0 0 0 0 0 0
"10" 0.419025031887755 0.504009202524242 0.0769657655880032 0 0 0 0 0 0 0 0 0 0 0 0 0
"11" 0.413265306122449 0.507808095613936 0.0789265982636148 0 0 0 0 0 0 0 0 0 0 0 0 0
"12" 0.401865433673469 0.51521230902582 0.0829222573007103 0 0 0 0 0 0 0 0 0 0 0 0 0
"13" 0.396225286989796 0.51881762934801 0.0849570836621941 0 0 0 0 0 0 0 0 0 0 0 0 0
"14" 0.390625 0.522358425414365 0.0870165745856354 0 0 0 0 0 0 0 0 0 0 0 0 0
"15" 0.357860331632653 0.542248192439959 0.0998914759273875 0 0 0 0 0 0 0 0 0 0 0 0 0
"16" 0.326530612244898 0.559815086255497 0.113654301499605 0 0 0 0 0 0 0 0 0 0 0 0 0
"17" 0.306441326530612 0.57023586368249 0.123322809786898 0 0 0 0 0 0 0 0 0 0 0 0 0
"18" 0.301518654336735 0.57267974739965 0.125801598263615 0 0 0 0 0 0 0 0 0 0 0 0 0
"19" 0.2822265625 0.581810039709945 0.135963397790055 0 0 0 0 0 0 0 0 0 0 0 0 0
"20" 0.254484215561225 0.593569750500338 0.151946033938437 0 0 0 0 0 0 0 0 0 0 0 0 0
"21" 0.241151147959184 0.598578528441763 0.160270323599053 0 0 0 0 0 0 0 0 0 0 0 0 0
"22" 0.223931760204082 0.604353559448641 0.171714680347277 0 0 0 0 0 0 0 0 0 0 0 0 0
"23" 0.211435746173469 0.608007328017533 0.180556925808998 0 0 0 0 0 0 0 0 0 0 0 0 0
"24" 0.179866868622449 0.614911643611174 0.205221487766377 0 0 0 0 0 0 0 0 0 0 0 0 0
"25" 0.150849011479592 0.617686406831379 0.231464581689029 0 0 0 0 0 0 0 0 0 0 0 0 0
"26" 0.147401147959184 0.617742893082647 0.234855958958169 0 0 0 0 0 0 0 0 0 0 0 0 0
"27" 0.130759725765306 0.617057460501466 0.252182813733228 0 0 0 0 0 0 0 0 0 0 0 0 0
"28" 0.124382174744898 0.616331617678149 0.259286207576953 0 0 0 0 0 0 0 0 0 0 0 0 0
