"1" "2" "3" "4" "5" "6" "7" "8" "9" "10" "11" "12" "13" "14" "15" "16" "17"
"1" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2" 0.960357132180439 0.039312302524445 0.000329836692082112 7.28603033751915e-07 0 0 0 0 0 0 0 0 0 0 0 0 0
"3" 0.766509475930439 0.220745950883965 0.0125594810297249 0.000185092155870533 0 0 0 0 0 0 0 0 0 0 0 0 0
"4" 0.563340701445199 0.385673722454388 0.0493848352352603 0.00160074086515296 0 0 0 0 0 0 0 0 0 0 0 0 0
"5" 0.545266999447659 0.398683678069073 0.0541894687910754 0.00185985369219317 0 0 0 0 0 0 0 0 0 0 0 0 0
"6" 0.452732097303207 0.459759691558487 0.0837138624209063 0.0037943487173996 0 0 0 0 0 0 0 0 0 0 0 0 0
"7" 0.437122044688411 0.469028652222706 0.0896000901960419 0.00424921289284117 0 0 0 0 0 0 0 0 0 0 0 0 0
"8" 0.414386271040224 0.481915738347279 0.098700502403992 0.00499748820850438 0 0 0 0 0 0 0 0 0 0 0 0 0
"9" 0.282623291015625 0.538709515737259 0.16634751440238 0.0123196788447357 0 0 0 0 0 0 0 0 0 0 0 0 0
"10" 0.27124388224877 0.541799393601307 0.17365192003296 0.0133048041169633 0 0 0 0 0 0 0 0 0 0 0 0 0
"11" 0.26567055393586 0.543180064239434 0.177332909480966 0.01381647234374 0 0 0 0 0 0 0 0 0 0 0 0 0
"12" 0.254753980275146 0.545618211760836 0.184748978426472 0.0148788295375454 0 0 0 0 0 0 0 0 0 0 0 0 0
"13" 0.24940966725697 0.546677825777287 0.188482664637599 0.0154298423281447 0 0 0 0 0 0 0 0 0 0 0 0 0
"14" 0.244140625 0.54763255805302 0.192232523150058 0.015994293796922 0 0 0 0 0 0 0 0 0 0 0 0 0
"15" 0.214077162673105 0.551218274881285 0.215032280534308 0.0196722819113017 0 0 0 0 0 0 0 0 0 0 0 0 0
"16" 0.186588921282799 0.551297527823873 0.238238686683345 0.0238748642099827 0 0 0 0 0 0 0 0 0 0 0 0 0
"17" 0.169637162900875 0.549516308062921 0.253861231489837 0.0269852975463672 0 0 0 0 0 0 0 0 0 0 0 0 0
"18" 0.165566046800975 0.548851541434403 0.257779432717303 0.0278029790473197 0 0 0 0 0 0 0 0 0 0 0 0 0
"19" 0.149932861328125 0.545346685164847 0.273481598434915 0.0312388550721133 0 0 0 0 0 0 0 0 0 0 0 0 0
"20" 0.128378198028653 0.537669573818717 0.297046298683994 0.0369059294686357 0 0 0 0 0 0 0 0 0 0 0 0 0
"21" 0.118422438729956 0.532804607167231 0.308793048434778 0.0399799056680351 0 0 0 0 0 0 0 0 0 0 0 0 0
"22" 0.105967707953717 0.525318385138399 0.324376199509681 0.0443377073982028 0 0 0 0 0 0 0 0 0 0 0 0 0
"23" 0.0972226868565507 0.51899141857721 0.335979793859699 0.0478061007065399 0 0 0 0 0 0 0 0 0 0 0 0 0
"24" 0.0762828237461279 0.499369716040419 0.366418418808939 0.0579290414045135 0 0 0 0 0 0 0 0 0 0 0 0 0
"25" 0.0585886785657343 0.476181442132256 0.395841153500266 0.069388725801744 0 0 0 0 0 0 0 0 0 0 0 0 0
"26" 0.0565915121629009 0.473059381792175 0.399429801151648 0.0709193048932764 0 0 0 0 0 0 0 0 0 0 0 0 0
"27" 0.0472836508347759 0.456778792747715 0.417026960435339 0.0789105959821698 0 0 0 0 0 0 0 0 0 0 0 0 0
"28" 0.0438669277002095 0.449973702945678 0.423891316621819 0.0822680527322938 0 0 0 0 0 0 0 0 0 0 0 0 0
"29" 0.0422220925200437 0.446512677842956 0.427283313672239 0.0839819159647611 0 0 0 0 0 0 0 0 0 0 0 0 0
"30" 0.040618896484375 0.44301409069455 0.430647594503196 0.085719418317879 0 0 0 0 0 0 0 0 0 0 0 0 0
"31" 0.0390568057580175 0.439479010067046 0.433983462471504 0.0874807217034329 0 0 0 0 0 0 0 0 0 0 0 0 0
"32" 0.0375352865057853 0.435908504527033 0.437290220933974 0.0892659880332079 0 0 0 0 0 0 0 0 0 0 0 0 0
"33" 0.0346118270829537 0.428665492975829 0.443813622768654 0.0929090571725626 0 0 0 0 0 0 0 0 0 0 0 0 0
"34" 0.0318442475343932 0.421293604573642 0.450212226861739 0.0966499210302253 0 0 0 0 0 0 0 0 0 0 0 0 0
"35" 0.030517578125 0.417562002969899 0.453362988147215 0.0985574307578853 0 0 0 0 0 0 0 0 0 0 0 0 0
"36" 0.029228277178617 0.413801387853174 0.456480460067731 0.100489874900478 0 0 0 0 0 0 0 0 0 0 0 0 0
"37" 0.0267596453341381 0.406197391347127 0.462612749241131 0.104430214077604 0 0 0 0 0 0 0 0 0 0 0 0 0
"38" 0.0233236151603499 0.394600509405382 0.471544096684347 0.11053177874992 0 0 0 0 0 0 0 0 0 0 0 0 0
"39" 0.0212046453626093 0.386754463265962 0.477312143264718 0.114728748106712 0 0 0 0 0 0 0 0 0 0 0 0 0
"40" 0.020195074053617 0.382800208442537 0.480138221110809 0.116866496393037 0 0 0 0 0 0 0 0 0 0 0 0 0
"41" 0.0182730894394588 0.374834578121199 0.485671002698867 0.121221329740475 0 0 0 0 0 0 0 0 0 0 0 0 0
"42" 0.0164770899291636 0.366799910677795 0.491039974526845 0.125683024866196 0 0 0 0 0 0 0 0 0 0 0 0 0
"43" 0.0118022952065871 0.342367170942207 0.506108299995322 0.139722233855884 0 0 0 0 0 0 0 0 0 0 0 0 0
"44" 0.00923739508359147 0.32589021527436 0.515232627173114 0.149639762468935 0 0 0 0 0 0 0 0 0 0 0 0 0
"45" 0.00810762188524963 0.317620844285308 0.519501704385158 0.154769829444284 0 0 0 0 0 0 0 0 0 0 0 0 0
"46" 0.00415110240524781 0.280418276535242 0.536122170041495 0.179308451018015 0 0 0 0 0 0 0 0 0 0 0 0 0
"47" 0.00291545189504373 0.264027758953595 0.5420578754715 0.190998913679862 0 0 0 0 0 0 0 0 0 0 0 0 0
"48" 0.00240225833637026 0.255897778000545 0.5446699439228 0.197030019740285 0 0 0 0 0 0 0 0 0 0 0 0 0
"49" 0.00216995105799016 0.251852846966521 0.54588459383137 0.20009260814412 0 0 0 0 0 0 0 0 0 0 0 0 0
"50" 0.00094737950983965 0.22401250553656 0.552616282575043 0.222423832378557 0 0 0 0 0 0 0 0 0 0 0 0 0
"51" 0.000711780247813411 0.21624259292113 0.553949517722375 0.229096109108682 0 0 0 0 0 0 0 0 0 0 0 0 0
"52" 0.000610262589969023 0.212393724554733 0.554514301331151 0.232481711524147 0 0 0 0 0 0 0 0 0 0 0 0 0
"53" 0.000518887800655977 0.208570339571331 0.555010266772419 0.235900505855594 0 0 0 0 0 0 0 0 0 0 0 0 0
"54" 0.000437122044688411 0.204773506537513 0.555436717402991 0.239352654014808 0 0 0 0 0 0 0 0 0 0 0 0 0
"55" 3.0517578125e-05 0.168500618075739 0.555724647619223 0.275744216726912 0 0 0 0 0 0 0 0 0 0 0 0 0
"56" 1.11215663720845e-05 0.161671520437167 0.554878391615392 0.283438966381069 0 0 0 0 0 0 0 0 0 0 0 0 0
"57" 5.69424198250729e-06 0.158317102307424 0.554337755176875 0.287339448273718 0 0 0 0 0 0 0 0 0 0 0 0 0
"58" 2.40225833637026e-06 0.155004196059494 0.553717850923041 0.291275550759129 0 0 0 0 0 0 0 0 0 0 0 0 0
"59" 7.11780247813411e-07 0.151733870259964 0.553017982210702 0.295247435749086 0 0 0 0 0 0 0 0 0 0 0 0 0
"60" 0 0.145325234272458 0.551375564837761 0.303299200889781 0 0 0 0 0 0 0 0 0 0 0 0 0
"61" 0 0.130094427847887 0.54585678585074 0.324037385887273 1.14004140995214e-05 0 0 0 0 0 0 0 0 0 0 0 0
"62" 0 0.115966802167123 0.538412011717265 0.345529982802816 9.12033127961714e-05 0 0 0 0 0 0 0 0 0 0 0 0
"63" 0 0.110615352559977 0.534922905083233 0.354304143032278 0.000157599324511784 0 0 0 0 0 0 0 0 0 0 0 0
"64" 0 0.105431121928734 0.531153720886135 0.363164895294819 0.000250261890312694 0 0 0 0 0 0 0 0 0 0 0 0
"65" 0 0.0819253539800107 0.508387453058292 0.408426398365603 0.00126079459609427 0 0 0 0 0 0 0 0 0 0 0 0
"66" 0 0.0797882799847291 0.505775363990151 0.41301130426268 0.00142505176244018 0 0 0 0 0 0 0 0 0 0 0 0
"67" 0 0.0696586476762534 0.491880254822895 0.435998608055355 0.00246248944549663 0 0 0 0 0 0 0 0 0 0 0 0
"68" 0 0.0604248313101164 0.476685973285201 0.458978853368546 0.00391034203613585 0 0 0 0 0 0 0 0 0 0 0 0
"69" 0 0.0569728432844107 0.470272574066767 0.468134861245758 0.00461972140306447 0 0 0 0 0 0 0 0 0 0 0 0
"70" 0 0.0459290363365065 0.446462515804062 0.499839384862203 0.00776906299722906 0 0 0 0 0 0 0 0 0 0 0 0
"71" 0 0.0416704268817333 0.435669255821692 0.513191315752138 0.0094690015444369 0 0 0 0 0 0 0 0 0 0 0 0
"72" 0 0.0403117174052393 0.432000330641694 0.517601595184312 0.0100863567687542 0 0 0 0 0 0 0 0 0 0 0 0
"73" 0 0.0351721669765526 0.416995515097435 0.535008402520368 0.0128239154056441 0 0 0 0 0 0 0 0 0 0 0 0
"74" 0 0.0327749192770301 0.40930967926093 0.543554163015904 0.0143612384461363 0 0 0 0 0 0 0 0 0 0 0 0
"75" 0 0.0293872419884194 0.397574206045637 0.556148336859282 0.0168902151066614 0 0 0 0 0 0 0 0 0 0 0 0
"76" 0 0.0272637158268337 0.389624444953571 0.56438059404083 0.0187312451787649 0 0 0 0 0 0 0 0 0 0 0 0
"77" 0 0.0262414350042402 0.385614739472302 0.568443909959485 0.019699915563973 0 0 0 0 0 0 0 0 0 0 0 0
"78" 0 0.0242741789570402 0.3775306932215 0.576458824689374 0.0217363031320859 0 0 0 0 0 0 0 0 0 0 0 0
"79" 0 0.023328540165069 0.37345835828485 0.580407986795337 0.0228051147547443 0 0 0 0 0 0 0 0 0 0 0 0
"80" 0 0.0206395993114825 0.361132141227203 0.592007671845666 0.0262205876156481 0 0 0 0 0 0 0 0 0 0 0 0
"81" 0 0.0189669671742072 0.352833682146775 0.599522110629892 0.0286772400491258 0 0 0 0 0 0 0 0 0 0 0 0
"82" 0 0.0181656542840573 0.348663167043287 0.603210069589299 0.0299611090833575 0 0 0 0 0 0 0 0 0 0 0 0
"83" 0 0.016631375942321 0.34028458029197 0.610441374879519 0.0326426688861905 0 0 0 0 0 0 0 0 0 0 0 0
"84" 0 0.0138269190699971 0.323405262272339 0.624291421071779 0.0384763975858848 0 0 0 0 0 0 0 0 0 0 0 0
"85" 0 0.0131788902410917 0.319165836338967 0.627619207981929 0.0400360654380121 0 0 0 0 0 0 0 0 0 0 0 0
"86" 0 0.0119442125645153 0.310670489173157 0.634104583768279 0.0432807144940487 0 0 0 0 0 0 0 0 0 0 0 0
"87" 0 0.0102406692475013 0.297901273923399 0.643388877073389 0.0484691797557101 0 0 0 0 0 0 0 0 0 0 0 0
"88" 0 0.0097110871931941 0.293641895305636 0.646360429331371 0.0502865881697994 0 0 0 0 0 0 0 0 0 0 0 0
"89" 0 0.00870733095953168 0.285124695266992 0.652111405465934 0.054056568307542 0 0 0 0 0 0 0 0 0 0 0 0
